item_id,title,storage_type,shelf_life_days,can_freeze,frozen_shelf_life_days,perishability,confidence,notes
340535,KYLLING SHAWARMA,refrigerated,3,False,,medium,medium,"Vegetable-based: refrigerate, consume 3 days."
340537,CILLI CHEESE TOPS 4 STK,ambient,365,False,,low,medium,Generic classification based on cadence.
340539,CRISPY CHICKEN 3 STK,ambient,365,False,,low,medium,Generic classification based on cadence.
340540,LAHMACUN 2 STK,ambient,365,False,,low,medium,Generic classification based on cadence.
340542,POMMES STOR,ambient,365,False,,low,low,"Unknown item, cadence max_gap=6.0d."
340544,KYLLING ARABICA,ambient,365,False,,low,medium,Generic classification based on cadence.
340545,KALV KØD ARABICA,ambient,365,False,,low,medium,Generic classification based on cadence.
340547,KALVEKØD SHAWARMA RETTE,ambient,365,False,,low,medium,Generic classification based on cadence.
340549,ALYOOZ SPECIAL KALVKØD,ambient,365,False,,low,medium,Generic classification based on cadence.
340562,ARABISK HVIDLØG MAYO,ambient,365,False,,low,low,"Unknown item, cadence max_gap=0.0d."
340567,KØD/OST,ambient,365,False,,low,low,"Unknown item, cadence max_gap=1.0d."
340570,Cola 0.3L,ambient,365,False,,low,low,"Unknown item, cadence max_gap=0.0d."
340571,Cola Zero 0.3L,ambient,365,False,,low,low,"Unknown item, cadence max_gap=0.0d."
340572,Fanta 0.3L,ambient,365,False,,low,low,"Unknown item, cadence max_gap=0.0d."
340574,CAPRI SUN,ambient,365,False,,low,low,"Unknown item, cadence max_gap=0.0d."
341239,ARABIATA,ambient,365,False,,low,medium,Generic classification based on cadence.
341240,ALYOOZ,ambient,365,False,,low,medium,Generic classification based on cadence.
341241,PEPPERONI,ambient,365,False,,low,medium,Generic classification based on cadence.
341243,KYLLING,ambient,365,False,,low,medium,Generic classification based on cadence.
341244,SWAWARMA,ambient,365,False,,low,medium,Generic classification based on cadence.
341245,MIX PIZZA,ambient,365,False,,low,medium,Generic classification based on cadence.
341249,MEAT LOVER,ambient,365,False,,low,medium,Generic classification based on cadence.
341250,SPICY,ambient,365,False,,low,medium,Generic classification based on cadence.
341251,CRISPY,ambient,365,False,,low,medium,Generic classification based on cadence.
341252,SPECIAL,ambient,365,False,,low,medium,Generic classification based on cadence.
341254,SALAT og PEPPERONI,ambient,365,False,,low,medium,Generic classification based on cadence.
341257,POMMES,ambient,365,False,,low,medium,Generic classification based on cadence.
341258,FALAFEL,ambient,365,False,,low,medium,Generic classification based on cadence.
341259,SEAFOOD,refrigerated,2,False,,high,high,"Fresh sushi/seafood: refrigerate, consume within 2 days."
341302,Carlsberg Sport 0.3L,ambient,365,False,,low,low,"Unknown item, cadence max_gap=6.0d."
341303,Vimito 0.3L,ambient,365,False,,low,low,"Unknown item, cadence max_gap=0.0d."
341306,Ayran,ambient,365,False,,low,low,"Unknown item, cadence max_gap=14.0d."
341307,Cola 0.5L,ambient,365,False,,low,low,"Unknown item, cadence max_gap=0.0d."
341310,Vand 0.5L,ambient,365,False,,low,high,"Beverage/alcohol: ambient storage, long shelf life."
343695,Miso Suppe,refrigerated,2,True,60,high,high,"Soup: refrigerate 2 days, freezer 60 days."
343696,Edamame,ambient,365,False,,low,medium,Generic classification based on cadence.
343697,Spicy Edamame,ambient,365,False,,low,medium,Generic classification based on cadence.
343698,Seaweed Salad,ambient,365,False,,low,medium,Generic classification based on cadence.
343699,Dybstegt Kakiyaki,ambient,365,False,,low,medium,Generic classification based on cadence.
343700,Kimchee,ambient,365,False,,low,medium,Generic classification based on cadence.
343701,Hot Wings,ambient,365,False,,low,medium,Generic classification based on cadence.
343702,Crispy Croquettes m/Ris og Laks,frozen,30,True,90,high,medium,Gap 19.0d: must freeze for storage.
343703,Dybstegte Kyllingdumplings,ambient,365,False,,low,medium,Generic classification based on cadence.
343704,Mini Forårsruller,ambient,365,False,,low,medium,Generic classification based on cadence.
343705,Ebi Fry,refrigerated,2,False,,high,high,"Fresh sushi/seafood: refrigerate, consume within 2 days."
343706,Kylling Karaage,ambient,365,False,,low,medium,Generic classification based on cadence.
343707,Crispy Jordskokker,ambient,365,False,,low,medium,Generic classification based on cadence.
343708,Ebi Hapser,refrigerated,2,False,,high,high,"Fresh sushi/seafood: refrigerate, consume within 2 days."
343709,Friteret Blomkål,ambient,365,False,,low,medium,Generic classification based on cadence.
343710,Hjemmelavede Forårsruller,ambient,365,False,,low,medium,Generic classification based on cadence.
343711,Sød Kartoffel Pommes Frites,ambient,365,False,,low,medium,Generic classification based on cadence.
343712,Lakse Ceviche,frozen,2,True,90,high,medium,Gap 8.5d avg: freezing required.
343713,Tun Tataki,frozen,30,True,90,high,medium,Gap 21.0d: must freeze for storage.
343714,Beef Tataki,ambient,365,False,,low,medium,Generic classification based on cadence.
343715,Tuntatar,frozen,30,True,90,high,medium,Gap 26.0d: must freeze for storage.
343716,Laksetatar,frozen,30,True,90,high,medium,Gap 14.0d: must freeze for storage.
343717,Green Salat,refrigerated,3,False,,medium,medium,"Vegetable-based: refrigerate, consume 3 days."
343718,Sashimi Laks,frozen,30,True,90,high,medium,Gap 28.0d: must freeze for storage.
343719,Sashimi Tun,refrigerated,2,False,,high,high,"Fresh sushi/seafood: refrigerate, consume within 2 days."
343720,Sashimi Mix,frozen,30,True,90,high,medium,Gap 25.0d: must freeze for storage.
343721,Laks Poke,refrigerated,2,False,,high,high,"Fresh sushi/seafood: refrigerate, consume within 2 days."
343722,Tun Poke,frozen,30,True,90,high,medium,Gap 23.0d: must freeze for storage.
343723,Ebi Poke,frozen,30,True,90,high,medium,Gap 20.0d: must freeze for storage.
343724,Vegen Poke,refrigerated,3,False,,medium,medium,"Vegetable-based: refrigerate, consume 3 days."
343725,Oksekød Poke,refrigerated,3,False,,medium,medium,"Vegetable-based: refrigerate, consume 3 days."
343726,Tofu Poke,refrigerated,3,False,,medium,medium,"Vegetable-based: refrigerate, consume 3 days."
343727,Kylling Poke,refrigerated,3,False,,medium,medium,"Vegetable-based: refrigerate, consume 3 days."
343728,California Uramaki,refrigerated,2,False,,high,high,"Fresh sushi/seafood: refrigerate, consume within 2 days."
343729,Laks Uramaki,frozen,30,True,90,high,medium,Gap 27.0d: must freeze for storage.
343730,Alaska,frozen,30,True,90,high,medium,Gap 41.0d: must freeze for storage.
343731,San Fransico,frozen,30,True,90,high,medium,Gap 17.0d: must freeze for storage.
343732,Grilled Laks Roll,frozen,2,True,90,high,medium,Gap 11.0d avg: freezing required.
343733,Spicy Tun,refrigerated,2,False,,high,high,"Fresh sushi/seafood: refrigerate, consume within 2 days."
343734,Spicy Hawaii,refrigerated,2,False,,high,high,"Fresh sushi/seafood: refrigerate, consume within 2 days."
343735,Spicy Rejer,frozen,30,True,90,high,medium,Gap 15.0d: must freeze for storage.
343736,Crispy Chicken,refrigerated,3,False,,medium,medium,"Vegetable-based: refrigerate, consume 3 days."
343737,Spicy Kakiyaki,refrigerated,3,False,,medium,medium,"Vegetable-based: refrigerate, consume 3 days."
343738,Vegan roll,refrigerated,2,False,,high,high,"Fresh sushi/seafood: refrigerate, consume within 2 days."
343739,Norwegian,frozen,30,True,90,high,medium,Gap 28.0d: must freeze for storage.
343740,Øresund Roll,frozen,30,True,90,high,medium,Gap 18.0d: must freeze for storage.
343741,Green Laks,refrigerated,2,False,,high,high,"Fresh sushi/seafood: refrigerate, consume within 2 days."
343742,Red Fusion,frozen,30,True,90,high,medium,Gap 17.0d: must freeze for storage.
343743,Devils,frozen,30,True,90,high,medium,Gap 23.0d: must freeze for storage.
343744,Rainbow,frozen,2,True,90,high,medium,Gap 14.0d avg: freezing required.
343745,Viking,frozen,2,True,90,high,medium,Gap 12.0d avg: freezing required.
343746,Mangohus,frozen,30,True,90,high,medium,Gap 20.0d: must freeze for storage.
343748,Vegan Crunchy,refrigerated,3,False,,medium,medium,"Vegetable-based: refrigerate, consume 3 days."
343749,Kylling Crunchy,refrigerated,3,False,,medium,medium,"Vegetable-based: refrigerate, consume 3 days."
343750,Copenhagen Roll,frozen,30,True,90,high,medium,Gap 30.0d: must freeze for storage.
343751,Shake Salmon,frozen,30,True,90,high,medium,Gap 21.0d: must freeze for storage.
343752,California Futomaki,frozen,2,True,90,high,medium,Gap 8.2d avg: freezing required.
343753,Laks Futomaki,frozen,30,True,90,high,medium,Gap 17.0d: must freeze for storage.
343755,Ebi Tempura,frozen,30,True,90,high,medium,Gap 20.0d: must freeze for storage.
343757,Agurk Hosomaki,frozen,30,True,90,high,medium,Gap 23.0d: must freeze for storage.
343758,Avocado Hosomaki,frozen,30,True,90,high,medium,Gap 18.0d: must freeze for storage.
343759,Mango Hosomaki,refrigerated,2,False,,high,high,"Fresh sushi/seafood: refrigerate, consume within 2 days."
343760,Laks Hosomaki,frozen,30,True,90,high,medium,Gap 27.0d: must freeze for storage.
343761,Spicy Tuna,refrigerated,2,False,,high,high,"Fresh sushi/seafood: refrigerate, consume within 2 days."
343762,Spicy Crispy Rejer,refrigerated,2,False,,high,high,"Fresh sushi/seafood: refrigerate, consume within 2 days."
343763,Laks Rispapir,frozen,30,True,90,high,medium,Gap 21.0d: must freeze for storage.
343764,Dragon Rispapir,frozen,2,True,90,high,medium,Gap 9.0d avg: freezing required.
343765,Crispy Chicken Rispapir,refrigerated,3,False,,medium,medium,"Vegetable-based: refrigerate, consume 3 days."
343766,Crunchy Laks,frozen,2,True,90,high,medium,Gap 10.0d avg: freezing required.
343767,Crunchy Tuna,refrigerated,2,False,,high,high,"Fresh sushi/seafood: refrigerate, consume within 2 days."
343768,Crunchy Surimi,refrigerated,3,False,,medium,medium,"Vegetable-based: refrigerate, consume 3 days."
343769,Crunchy Rejer,refrigerated,2,False,,high,high,"Fresh sushi/seafood: refrigerate, consume within 2 days."
343770,Laks Sticks,frozen,30,True,90,high,medium,Gap 14.0d: must freeze for storage.
343771,Kongereje Sticks,frozen,30,True,90,high,medium,Gap 18.0d: must freeze for storage.
343772,Kyllingekødboller,ambient,365,False,,low,low,"Unknown item, cadence max_gap=16.0d."
343773,Kyllingebryst,ambient,365,False,,low,low,"Unknown item, cadence max_gap=15.0d."
343774,Oksemørbrad,ambient,365,False,,low,low,"Unknown item, cadence max_gap=13.0d."
343775,Broccoli,ambient,365,False,,low,low,"Unknown item, cadence max_gap=12.0d."
343776,Tofu,ambient,365,False,,low,low,"Unknown item, cadence max_gap=0.0d."
343777,Laks Nigiri,frozen,2,True,90,high,medium,Gap 7.3d avg: freezing required.
343778,Grillet Laks Nigiri,frozen,30,True,90,high,medium,Gap 22.0d: must freeze for storage.
343779,Tun Nigiri,frozen,30,True,90,high,medium,Gap 34.0d: must freeze for storage.
343780,Grillet Tun Nigiri,frozen,30,True,90,high,medium,Gap 27.0d: must freeze for storage.
343781,Reje Nigiri,frozen,2,True,90,high,medium,Gap 9.0d avg: freezing required.
343782,Inari,ambient,365,False,,low,low,"Unknown item, cadence max_gap=7.0d."
343783,Avocado Nigiri,refrigerated,2,False,,high,high,"Fresh sushi/seafood: refrigerate, consume within 2 days."
343784,Laks Med Hvidløg,refrigerated,2,False,,high,high,"Fresh sushi/seafood: refrigerate, consume within 2 days."
343787,Yaki Børnemenu,refrigerated,3,False,,medium,medium,"Vegetable-based: refrigerate, consume 3 days."
343788,Sushi Børnemenu,refrigerated,2,False,,high,high,"Fresh sushi/seafood: refrigerate, consume within 2 days."
343789,Vegan Menu,refrigerated,3,False,,medium,medium,"Vegetable-based: refrigerate, consume 3 days."
343790,Amager Box,frozen,30,True,90,high,medium,Gap 14.0d: must freeze for storage.
343791,Itacho Menu,refrigerated,2,False,,high,high,"Fresh sushi/seafood: refrigerate, consume within 2 days."
343792,Nigiri Menu,frozen,30,True,90,high,medium,Gap 33.0d: must freeze for storage.
343793,Sticks Menu,frozen,2,True,90,high,medium,Gap 9.0d avg: freezing required.
343794,Maki Menu,refrigerated,2,False,,high,high,"Fresh sushi/seafood: refrigerate, consume within 2 days."
343795,Maki Deluxe Menu,frozen,2,True,90,high,medium,Gap 7.6d avg: freezing required.
343796,Super Menu,refrigerated,2,False,,high,high,"Fresh sushi/seafood: refrigerate, consume within 2 days."
343797,Family Pakke Menu,frozen,30,True,90,high,medium,Gap 15.0d: must freeze for storage.
343799,Rød Karry,refrigerated,2,False,,high,high,"Fresh sushi/seafood: refrigerate, consume within 2 days."
343800,Gul Karry,refrigerated,2,False,,high,high,"Fresh sushi/seafood: refrigerate, consume within 2 days."
343801,Fried Rice-Chefs Speciel,ambient,365,False,,low,medium,Generic classification based on cadence.
343802,Pad Thai,refrigerated,2,False,,high,high,"Fresh sushi/seafood: refrigerate, consume within 2 days."
343803,Pho Bò Tái,ambient,365,False,,low,medium,Generic classification based on cadence.
343804,Pho Gà,ambient,365,False,,low,medium,Generic classification based on cadence.
343805,Pho Tôm,frozen,30,True,90,high,medium,Gap 19.0d: must freeze for storage.
343806,Wasabi,ambient,365,False,,low,low,"Unknown item, cadence max_gap=0.0d."
343809,Chilimayo,ambient,365,False,,low,low,"Unknown item, cadence max_gap=6.0d."
343810,Teriyaki,ambient,365,False,,low,low,"Unknown item, cadence max_gap=16.0d."
343812,Goma Dressing,ambient,365,False,,low,low,"Unknown item, cadence max_gap=18.0d."
343813,Sød Chili Sauce,ambient,365,False,,low,low,"Unknown item, cadence max_gap=0.0d."
343816,Trøffelmayo,ambient,365,False,,low,low,"Unknown item, cadence max_gap=1.0d."
343817,Sushi Ris,refrigerated,2,False,,high,high,"Fresh sushi/seafood: refrigerate, consume within 2 days."
343818,Jasminris,ambient,365,False,,low,low,"Unknown item, cadence max_gap=20.0d."
343819,Rejechips,refrigerated,2,False,,high,high,"Fresh sushi/seafood: refrigerate, consume within 2 days."
343820,Sodavand,ambient,365,False,,low,high,"Beverage/alcohol: ambient storage, long shelf life."
343821,Janpansk Sodavand,ambient,365,False,,low,high,"Beverage/alcohol: ambient storage, long shelf life."
343822,Kildevand,ambient,365,False,,low,high,"Beverage/alcohol: ambient storage, long shelf life."
343823,Postevand glas,ambient,365,False,,low,high,"Beverage/alcohol: ambient storage, long shelf life."
343824,Udenlandsk Øl,ambient,365,False,,low,low,"Unknown item, cadence max_gap=5.0d."
343825,Mocktail (Alkoholfri),ambient,365,False,,low,low,"Unknown item, cadence max_gap=6.0d."
343826,Passionsfruit Mojito,ambient,365,False,,low,medium,Generic classification based on cadence.
343827,Yuzu Sour,ambient,365,False,,low,medium,Generic classification based on cadence.
343828,Barrel Cabernet Sauvignon - Glas,ambient,365,False,,low,low,"Unknown item, cadence max_gap=17.0d."
343829,Zinfandel - Flaske,ambient,365,False,,low,low,"Unknown item, cadence max_gap=0.0d."
343830,Barrel Sauvignon Blanc - Glas,ambient,365,False,,low,low,"Unknown item, cadence max_gap=3.0d."
343831,Chardonnay - Flaske,ambient,365,False,,low,low,"Unknown item, cadence max_gap=14.0d."
343832,Riesling - Flaske,ambient,365,False,,low,low,"Unknown item, cadence max_gap=6.0d."
347837,Unspecified,ambient,365,False,,low,low,"Unknown item, cadence max_gap=8.0d."
348335,Sodavand Takeaway,ambient,365,False,,low,high,"Beverage/alcohol: ambient storage, long shelf life."
349154,Pose,ambient,365,False,,low,low,"Unknown item, cadence max_gap=11.0d."
350407,Unspecified,ambient,365,False,,low,low,"Unknown item, cadence max_gap=3.0d."
350761,POMMES LILLE,ambient,365,False,,low,low,"Unknown item, cadence max_gap=3.0d."
